"Retailer";"Retailer ID";"Invoice Date";"month";"Region";"State";"City";"category";"Product";"gender";"Price per Unit";"Units Sold";"Total Sales";"Operating Profit";"Operating Margin";"Sales Method"
"West Gear";1185732;"2021-02-11";"February";"West";"Utah";"Salt Lake City";"footwear";"Women's Athletic Footwear";"female";20;300;60000;24000;40;"In-store"
"West Gear";1185732;"2021-02-11";"February";"West";"Utah";"Salt Lake City";"apparel";"Men's Apparel";"male";35;375;131250;45938;35;"In-store"
"West Gear";1185732;"2021-02-11";"February";"West";"Utah";"Salt Lake City";"apparel";"Women's Apparel";"female";25;450;112500;56250;50;"In-store"
"West Gear";1185732;"2021-03-10";"March";"West";"Utah";"Salt Lake City";"footwear";"Men's Street Footwear";"male";30;670;201000;80400;40;"In-store"
"West Gear";1185732;"2021-03-10";"March";"West";"Utah";"Salt Lake City";"footwear";"Men's Athletic Footwear";"male";30;350;105000;36750;35;"In-store"
"West Gear";1185732;"2021-03-10";"March";"West";"Utah";"Salt Lake City";"footwear";"Women's Street Footwear";"female";20;400;80000;28000;35;"In-store"
"West Gear";1185732;"2021-03-10";"March";"West";"Utah";"Salt Lake City";"footwear";"Women's Athletic Footwear";"female";25;250;62500;25000;40;"In-store"
"West Gear";1185732;"2021-03-10";"March";"West";"Utah";"Salt Lake City";"apparel";"Men's Apparel";"male";40;300;120000;42000;35;"In-store"
"West Gear";1185732;"2021-03-10";"March";"West";"Utah";"Salt Lake City";"apparel";"Women's Apparel";"female";30;400;120000;60000;50;"In-store"
"West Gear";1185732;"2021-04-11";"April";"West";"Utah";"Salt Lake City";"footwear";"Men's Street Footwear";"male";30;625;187500;75000;40;"In-store"
"West Gear";1185732;"2021-04-11";"April";"West";"Utah";"Salt Lake City";"footwear";"Men's Athletic Footwear";"male";25;325;81250;28438;35;"In-store"
"West Gear";1185732;"2021-04-11";"April";"West";"Utah";"Salt Lake City";"footwear";"Women's Street Footwear";"female";15;325;48750;17063;35;"In-store"
"West Gear";1185732;"2021-04-11";"April";"West";"Utah";"Salt Lake City";"footwear";"Women's Athletic Footwear";"female";20;250;50000;20000;40;"In-store"
"West Gear";1185732;"2021-04-11";"April";"West";"Utah";"Salt Lake City";"apparel";"Men's Apparel";"male";35;275;96250;33688;35;"In-store"
"West Gear";1185732;"2021-04-11";"April";"West";"Utah";"Salt Lake City";"apparel";"Women's Apparel";"female";25;400;100000;50000;50;"In-store"
"West Gear";1185732;"2021-05-12";"May";"West";"Utah";"Salt Lake City";"footwear";"Men's Street Footwear";"male";35;670;234500;93800;40;"In-store"
"West Gear";1185732;"2021-05-12";"May";"West";"Utah";"Salt Lake City";"footwear";"Men's Athletic Footwear";"male";30;375;112500;39375;35;"In-store"
"West Gear";1185732;"2021-05-12";"May";"West";"Utah";"Salt Lake City";"footwear";"Women's Street Footwear";"female";25;350;87500;30625;35;"In-store"
"West Gear";1185732;"2021-05-12";"May";"West";"Utah";"Salt Lake City";"footwear";"Women's Athletic Footwear";"female";25;275;68750;27500;40;"In-store"
"West Gear";1185732;"2021-05-12";"May";"West";"Utah";"Salt Lake City";"apparel";"Men's Apparel";"male";40;300;120000;42000;35;"In-store"
"West Gear";1185732;"2021-05-12";"May";"West";"Utah";"Salt Lake City";"apparel";"Women's Apparel";"female";45;400;180000;90000;50;"In-store"
"West Gear";1185732;"2021-06-11";"June";"West";"Utah";"Salt Lake City";"footwear";"Men's Street Footwear";"male";30;650;195000;78000;40;"In-store"
"West Gear";1185732;"2021-06-11";"June";"West";"Utah";"Salt Lake City";"footwear";"Men's Athletic Footwear";"male";25;400;100000;35000;35;"In-store"
"West Gear";1185732;"2021-06-11";"June";"West";"Utah";"Salt Lake City";"footwear";"Women's Street Footwear";"female";20;425;85000;29750;35;"In-store"
"West Gear";1185732;"2021-06-11";"June";"West";"Utah";"Salt Lake City";"footwear";"Women's Athletic Footwear";"female";20;400;80000;32000;40;"In-store"
"West Gear";1185732;"2021-06-11";"June";"West";"Utah";"Salt Lake City";"apparel";"Men's Apparel";"male";35;400;140000;49000;35;"In-store"
"West Gear";1185732;"2021-06-11";"June";"West";"Utah";"Salt Lake City";"apparel";"Women's Apparel";"female";40;575;230000;115000;50;"In-store"
"West Gear";1185732;"2021-07-10";"July";"West";"Utah";"Salt Lake City";"footwear";"Men's Street Footwear";"male";35;800;280000;112000;40;"In-store"
"West Gear";1185732;"2021-07-10";"July";"West";"Utah";"Salt Lake City";"footwear";"Men's Athletic Footwear";"male";30;550;165000;57750;35;"In-store"
"West Gear";1185732;"2021-07-10";"July";"West";"Utah";"Salt Lake City";"footwear";"Women's Street Footwear";"female";25;475;118750;41563;35;"In-store"
"West Gear";1185732;"2021-07-10";"July";"West";"Utah";"Salt Lake City";"footwear";"Women's Athletic Footwear";"female";25;425;106250;42500;40;"In-store"
"West Gear";1185732;"2021-07-10";"July";"West";"Utah";"Salt Lake City";"apparel";"Men's Apparel";"male";35;425;148750;52063;35;"In-store"
"West Gear";1185732;"2021-07-10";"July";"West";"Utah";"Salt Lake City";"apparel";"Women's Apparel";"female";40;600;240000;120000;50;"In-store"
"West Gear";1185732;"2021-08-11";"August";"West";"Utah";"Salt Lake City";"footwear";"Men's Street Footwear";"male";35;750;262500;105000;40;"In-store"
"West Gear";1185732;"2021-08-11";"August";"West";"Utah";"Salt Lake City";"footwear";"Men's Athletic Footwear";"male";35;525;183750;64313;35;"In-store"
"West Gear";1185732;"2021-08-11";"August";"West";"Utah";"Salt Lake City";"footwear";"Women's Street Footwear";"female";30;450;135000;47250;35;"In-store"
"West Gear";1185732;"2021-08-11";"August";"West";"Utah";"Salt Lake City";"footwear";"Women's Athletic Footwear";"female";20;375;75000;30000;40;"In-store"
"West Gear";1185732;"2021-08-11";"August";"West";"Utah";"Salt Lake City";"apparel";"Men's Apparel";"male";30;350;105000;36750;35;"In-store"
"West Gear";1185732;"2021-08-11";"August";"West";"Utah";"Salt Lake City";"apparel";"Women's Apparel";"female";35;525;183750;91875;50;"In-store"
"West Gear";1185732;"2021-09-12";"September";"West";"Utah";"Salt Lake City";"footwear";"Men's Street Footwear";"male";30;650;195000;78000;40;"In-store"
"West Gear";1185732;"2021-09-12";"September";"West";"Utah";"Salt Lake City";"footwear";"Men's Athletic Footwear";"male";25;450;112500;39375;35;"In-store"
"West Gear";1185732;"2021-09-12";"September";"West";"Utah";"Salt Lake City";"footwear";"Women's Street Footwear";"female";10;350;35000;12250;35;"In-store"
"West Gear";1185732;"2021-09-12";"September";"West";"Utah";"Salt Lake City";"footwear";"Women's Athletic Footwear";"female";10;325;32500;13000;40;"In-store"
"West Gear";1185732;"2021-09-12";"September";"West";"Utah";"Salt Lake City";"apparel";"Men's Apparel";"male";20;325;65000;22750;35;"In-store"
"West Gear";1185732;"2021-09-12";"September";"West";"Utah";"Salt Lake City";"apparel";"Women's Apparel";"female";25;400;100000;50000;50;"In-store"
"West Gear";1185732;"2021-10-11";"October";"West";"Utah";"Salt Lake City";"footwear";"Men's Street Footwear";"male";30;575;172500;69000;40;"In-store"
"West Gear";1185732;"2021-10-11";"October";"West";"Utah";"Salt Lake City";"footwear";"Men's Athletic Footwear";"male";20;400;80000;28000;35;"In-store"
"West Gear";1185732;"2021-10-11";"October";"West";"Utah";"Salt Lake City";"footwear";"Women's Street Footwear";"female";20;300;60000;21000;35;"In-store"
"West Gear";1185732;"2021-10-11";"October";"West";"Utah";"Salt Lake City";"footwear";"Women's Athletic Footwear";"female";20;275;55000;22000;40;"In-store"
"West Gear";1185732;"2021-10-11";"October";"West";"Utah";"Salt Lake City";"apparel";"Men's Apparel";"male";30;275;82500;28875;35;"In-store"
"West Gear";1185732;"2021-10-11";"October";"West";"Utah";"Salt Lake City";"apparel";"Women's Apparel";"female";35;400;140000;70000;50;"In-store"
"West Gear";1185732;"2021-11-11";"November";"West";"Utah";"Salt Lake City";"footwear";"Men's Street Footwear";"male";30;550;165000;66000;40;"In-store"
"West Gear";1185732;"2021-11-11";"November";"West";"Utah";"Salt Lake City";"footwear";"Men's Athletic Footwear";"male";20;400;80000;28000;35;"In-store"
"West Gear";1185732;"2021-11-11";"November";"West";"Utah";"Salt Lake City";"footwear";"Women's Street Footwear";"female";20;345;69000;24150;35;"In-store"
"West Gear";1185732;"2021-11-11";"November";"West";"Utah";"Salt Lake City";"footwear";"Women's Athletic Footwear";"female";20;375;75000;30000;40;"In-store"
"West Gear";1185732;"2021-11-11";"November";"West";"Utah";"Salt Lake City";"apparel";"Men's Apparel";"male";40;350;140000;49000;35;"In-store"
"West Gear";1185732;"2021-11-11";"November";"West";"Utah";"Salt Lake City";"apparel";"Women's Apparel";"female";45;450;202500;101250;50;"In-store"
"West Gear";1185732;"2021-12-10";"December";"West";"Utah";"Salt Lake City";"footwear";"Men's Street Footwear";"male";40;700;280000;112000;40;"In-store"
"West Gear";1185732;"2021-12-10";"December";"West";"Utah";"Salt Lake City";"footwear";"Men's Athletic Footwear";"male";30;500;150000;52500;35;"In-store"
"West Gear";1185732;"2021-12-10";"December";"West";"Utah";"Salt Lake City";"footwear";"Women's Street Footwear";"female";30;450;135000;47250;35;"In-store"
"West Gear";1185732;"2021-12-10";"December";"West";"Utah";"Salt Lake City";"footwear";"Women's Athletic Footwear";"female";30;400;120000;48000;40;"In-store"
"West Gear";1185732;"2021-12-10";"December";"West";"Utah";"Salt Lake City";"apparel";"Men's Apparel";"male";40;400;160000;56000;35;"In-store"
"West Gear";1185732;"2021-12-10";"December";"West";"Utah";"Salt Lake City";"apparel";"Women's Apparel";"female";45;500;225000;112500;50;"In-store"
"West Gear";1128299;"2021-01-24";"January";"West";"Utah";"Salt Lake City";"footwear";"Men's Street Footwear";"male";30;350;105000;36750;35;"In-store"
"West Gear";1128299;"2021-01-24";"January";"West";"Utah";"Salt Lake City";"footwear";"Men's Athletic Footwear";"male";40;350;140000;49000;35;"In-store"
"West Gear";1128299;"2021-01-24";"January";"West";"Utah";"Salt Lake City";"footwear";"Women's Street Footwear";"female";40;350;140000;49000;35;"In-store"
"West Gear";1128299;"2021-01-24";"January";"West";"Utah";"Salt Lake City";"footwear";"Women's Athletic Footwear";"female";40;200;80000;28000;35;"In-store"
"West Gear";1128299;"2021-01-24";"January";"West";"Utah";"Salt Lake City";"apparel";"Men's Apparel";"male";45;150;67500;27000;40;"In-store"
"West Gear";1128299;"2021-01-24";"January";"West";"Utah";"Salt Lake City";"apparel";"Women's Apparel";"female";40;400;160000;48000;30;"In-store"
"West Gear";1128299;"2021-02-24";"February";"West";"Utah";"Salt Lake City";"footwear";"Men's Street Footwear";"male";30;450;135000;47250;35;"In-store"
"West Gear";1128299;"2021-02-24";"February";"West";"Utah";"Salt Lake City";"footwear";"Men's Athletic Footwear";"male";40;350;140000;49000;35;"In-store"
"West Gear";1128299;"2021-02-24";"February";"West";"Utah";"Salt Lake City";"footwear";"Women's Street Footwear";"female";40;350;140000;49000;35;"In-store"
"West Gear";1128299;"2021-02-24";"February";"West";"Oregon";"Portland";"footwear";"Women's Athletic Footwear";"female";40;200;80000;28000;35;"In-store"
"West Gear";1128299;"2021-02-24";"February";"West";"Oregon";"Portland";"apparel";"Men's Apparel";"male";45;125;56250;22500;40;"In-store"
"West Gear";1128299;"2021-02-24";"February";"West";"Oregon";"Portland";"apparel";"Women's Apparel";"female";40;325;130000;39000;30;"In-store"
"West Gear";1128299;"2021-03-23";"March";"West";"Oregon";"Portland";"footwear";"Men's Street Footwear";"male";40;475;190000;66500;35;"In-store"
"West Gear";1128299;"2021-03-23";"March";"West";"Oregon";"Portland";"footwear";"Men's Athletic Footwear";"male";50;325;162500;56875;35;"In-store"
"West Gear";1128299;"2021-03-23";"March";"West";"Oregon";"Portland";"footwear";"Women's Street Footwear";"female";55;350;192500;67375;35;"In-store"
"West Gear";1128299;"2021-03-23";"March";"West";"Oregon";"Portland";"footwear";"Women's Athletic Footwear";"female";50;250;125000;43750;35;"In-store"
"West Gear";1128299;"2021-03-23";"March";"West";"Oregon";"Portland";"apparel";"Men's Apparel";"male";55;100;55000;22000;40;"In-store"
"West Gear";1128299;"2021-03-23";"March";"West";"Oregon";"Portland";"apparel";"Women's Apparel";"female";50;300;150000;45000;30;"In-store"
"West Gear";1128299;"2021-04-24";"April";"West";"Oregon";"Portland";"footwear";"Men's Street Footwear";"male";55;475;261250;91438;35;"In-store"
"West Gear";1128299;"2021-04-24";"April";"West";"Oregon";"Portland";"footwear";"Men's Athletic Footwear";"male";60;275;165000;57750;35;"In-store"
"West Gear";1128299;"2021-04-24";"April";"West";"Oregon";"Portland";"footwear";"Women's Street Footwear";"female";60;325;195000;68250;35;"In-store"
"West Gear";1128299;"2021-04-24";"April";"West";"Oregon";"Portland";"footwear";"Women's Athletic Footwear";"female";45;225;101250;35438;35;"In-store"
"West Gear";1128299;"2021-04-24";"April";"West";"Oregon";"Portland";"apparel";"Men's Apparel";"male";50;125;62500;25000;40;"In-store"
"West Gear";1128299;"2021-04-24";"April";"West";"Oregon";"Portland";"apparel";"Women's Apparel";"female";65;300;195000;58500;30;"In-store"
"West Gear";1128299;"2021-05-25";"May";"West";"Oregon";"Portland";"footwear";"Men's Street Footwear";"male";50;500;250000;87500;35;"In-store"
"West Gear";1128299;"2021-05-25";"May";"West";"Oregon";"Portland";"footwear";"Men's Athletic Footwear";"male";55;350;192500;67375;35;"In-store"
"West Gear";1128299;"2021-05-25";"May";"West";"Oregon";"Portland";"footwear";"Women's Street Footwear";"female";55;350;192500;67375;35;"In-store"
"West Gear";1128299;"2021-05-25";"May";"West";"Oregon";"Portland";"footwear";"Women's Athletic Footwear";"female";50;275;137500;48125;35;"In-store"
"West Gear";1128299;"2021-05-25";"May";"West";"Oregon";"Portland";"apparel";"Men's Apparel";"male";45;175;78750;31500;40;"In-store"
"West Gear";1128299;"2021-05-25";"May";"West";"Oregon";"Portland";"apparel";"Women's Apparel";"female";60;525;315000;94500;30;"In-store"
"West Gear";1128299;"2021-06-24";"June";"West";"Oregon";"Portland";"footwear";"Men's Street Footwear";"male";55;775;426250;149188;35;"In-store"
"West Gear";1128299;"2021-06-24";"June";"West";"Oregon";"Portland";"footwear";"Men's Athletic Footwear";"male";65;650;422500;147875;35;"In-store"
"West Gear";1128299;"2021-06-24";"June";"West";"Oregon";"Portland";"footwear";"Women's Street Footwear";"female";80;650;520000;182000;35;"In-store"
"West Gear";1128299;"2021-06-24";"June";"West";"Oregon";"Portland";"footwear";"Women's Athletic Footwear";"female";80;525;420000;147000;35;"In-store"
"West Gear";1128299;"2021-06-24";"June";"West";"Oregon";"Portland";"apparel";"Men's Apparel";"male";90;400;360000;144000;40;"In-store"
"West Gear";1128299;"2021-06-24";"June";"West";"Oregon";"Portland";"apparel";"Women's Apparel";"female";105;700;735000;220500;30;"In-store"
"West Gear";1128299;"2021-07-23";"July";"West";"Oregon";"Portland";"footwear";"Men's Street Footwear";"male";85;850;722500;252875;35;"In-store"
"West Gear";1128299;"2021-07-23";"July";"West";"Oregon";"Portland";"footwear";"Men's Athletic Footwear";"male";90;700;630000;220500;35;"In-store"
"West Gear";1128299;"2021-07-23";"July";"West";"Oregon";"Portland";"footwear";"Women's Street Footwear";"female";90;650;585000;204750;35;"In-store"
"West Gear";1128299;"2021-07-23";"July";"West";"Oregon";"Portland";"footwear";"Women's Athletic Footwear";"female";85;550;467500;163625;35;"In-store"
"West Gear";1128299;"2021-07-23";"July";"West";"Oregon";"Portland";"apparel";"Men's Apparel";"male";90;600;540000;216000;40;"In-store"
"West Gear";1128299;"2021-07-23";"July";"West";"Oregon";"Portland";"apparel";"Women's Apparel";"female";105;600;630000;189000;30;"In-store"
"West Gear";1128299;"2021-08-24";"August";"West";"Oregon";"Portland";"footwear";"Men's Street Footwear";"male";90;800;720000;252000;35;"In-store"
"West Gear";1128299;"2021-08-24";"August";"West";"Oregon";"Portland";"footwear";"Men's Athletic Footwear";"male";80;775;620000;217000;35;"In-store"
"West Gear";1128299;"2021-08-24";"August";"West";"Oregon";"Portland";"footwear";"Women's Street Footwear";"female";70;650;455000;159250;35;"In-store"
"West Gear";1128299;"2021-08-24";"August";"West";"Oregon";"Portland";"footwear";"Women's Athletic Footwear";"female";70;425;297500;104125;35;"In-store"
"West Gear";1128299;"2021-08-24";"August";"West";"Oregon";"Portland";"apparel";"Men's Apparel";"male";70;425;297500;119000;40;"In-store"
"West Gear";1128299;"2021-08-24";"August";"West";"Oregon";"Portland";"apparel";"Women's Apparel";"female";75;250;187500;56250;30;"In-store"
"West Gear";1128299;"2021-09-25";"September";"West";"Oregon";"Portland";"footwear";"Men's Street Footwear";"male";50;450;225000;78750;35;"In-store"
"West Gear";1128299;"2021-09-25";"September";"West";"Oregon";"Portland";"footwear";"Men's Athletic Footwear";"male";55;450;247500;86625;35;"In-store"
"West Gear";1128299;"2021-09-25";"September";"West";"Oregon";"Portland";"footwear";"Women's Street Footwear";"female";50;250;125000;43750;35;"In-store"
"West Gear";1128299;"2021-09-25";"September";"West";"Oregon";"Portland";"footwear";"Women's Athletic Footwear";"female";50;200;100000;35000;35;"In-store"
"West Gear";1128299;"2021-09-25";"September";"West";"Oregon";"Portland";"apparel";"Men's Apparel";"male";60;225;135000;54000;40;"In-store"
"West Gear";1128299;"2021-09-25";"September";"West";"Oregon";"Portland";"apparel";"Women's Apparel";"female";45;250;112500;33750;30;"In-store"
"West Gear";1128299;"2021-10-24";"October";"West";"Oregon";"Portland";"footwear";"Men's Street Footwear";"male";40;350;140000;49000;35;"In-store"
"West Gear";1128299;"2021-10-24";"October";"West";"Oregon";"Portland";"footwear";"Men's Athletic Footwear";"male";55;525;288750;101063;35;"In-store"
"West Gear";1128299;"2021-10-24";"October";"West";"Oregon";"Portland";"footwear";"Women's Street Footwear";"female";50;350;175000;61250;35;"In-store"
